response,location_E,location_N,location_S,location_W,member_type_C,member_type_N,member_type_R,member_type_S,member_type_T,level_tenure,member_score,num_promoted,account_bal
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31513260530421217,1.0,0.0,0.26920950801547816
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3712948517940718,0.0,0.0,0.06449235304956698
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3213728549141966,0.7083333333333335,0.0,0.3317670904735581
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.296411856474259,0.0,0.0,0.35166758798599596
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2355694227769111,0.7583333333333333,0.0,0.27897549290584117
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2418096723868955,0.7250000000000001,0.0,0.3271604938271605
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2106084243369735,0.9666666666666668,0.0,0.3103003501013451
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2480499219968799,0.6166666666666667,0.0,0.21697070204532892
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0982839313572543,0.6000000000000001,0.0,0.33913764510779437
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21838928932921434,0.6833333333333336,0.0,0.24857195503961674
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3463338533541342,0.0,0.0,0.326147042564953
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2230889235569423,0.3208333333333333,0.0,0.33231988207112584
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1232449297971919,0.979166666666667,0.0,0.33443891652846874
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2293291731669267,0.8166666666666669,0.0,0.1780910263497328
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1232449297971919,0.8166666666666669,0.0,0.35268103924820343
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1294851794071763,0.6333333333333333,0.0,0.3544315459738345
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1856474258970359,0.5125000000000002,0.0,0.26920950801547816
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2792511700468019,0.7583333333333333,0.0,0.27731711811313803
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31513260530421217,1.0,0.0,0.25520545421042934
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0748829953198128,0.5291666666666668,0.0,0.3589460106873042
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30265210608424337,0.2583333333333333,0.0,0.2828450340888152
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1419656786271451,0.0,0.0,0.22470978441127695
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2230889235569423,0.5625,0.0,0.21752349364289664
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1856474258970359,0.0,0.0,0.26193108531416986
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1918876755070203,0.6333333333333333,0.0,0.2427676432651557
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37753510140405616,0.9708333333333337,0.0,0.3589460106873042
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1170046801872075,0.7541666666666669,0.0,0.36705362078496406
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3712948517940718,0.0,0.0,0.1076100976598489
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0499219968798752,0.0,0.0,0.29340891849138123
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2106084243369735,0.7625000000000002,0.0,0.29813893495485533
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2043681747269891,0.8625000000000003,0.0,0.29500644923530495
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1170046801872075,0.6083333333333334,0.0,0.29500644923530495
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062402496099843996,0.9666666666666668,0.0,0.3552607333701861
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2355694227769111,0.7708333333333335,0.0,0.2406486088078128
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2480499219968799,0.0625,0.0,0.29340891849138123
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1918876755070203,0.8416666666666668,0.0,0.37414777962041645
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1419656786271451,0.0,0.0,0.3149069467477428
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.093603744149766,0.0,0.0,0.32439653583932193
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1794071762870515,0.0,0.0,0.3149069467477428
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26053042121684866,0.6833333333333336,0.0,0.3393219089736503
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37753510140405616,0.0,0.0,0.21088999447208404
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1419656786271451,0.29166666666666696,0.0,0.3238437442417542
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0249609984399376,1.0,0.0,0.36705362078496406
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2418096723868955,0.0,0.0,0.34263865855905656
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1918876755070203,0.9875000000000003,0.0,0.32633130643080893
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2293291731669267,0.7124999999999999,0.0,0.3278975492905841
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2418096723868955,0.5333333333333337,0.0,0.29694121982679195
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26053042121684866,0.9958333333333336,0.0,0.3711995577667219
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2293291731669267,0.4416666666666669,0.0,0.1780910263497328
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32761310452418096,0.0,0.0,0.21319329279528285
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30265210608424337,0.28333333333333366,0.0,0.3377556661138751
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3213728549141966,0.07916666666666661,0.0,0.36705362078496406
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1482059282371295,0.5249999999999999,0.0,0.32633130643080893
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1918876755070203,0.6958333333333333,1.0,0.27731711811313803
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2043681747269891,0.6375000000000002,0.0,0.21107425833793994
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1981279251170047,0.0,0.0,0.3337018610650451
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2480499219968799,0.7250000000000001,0.0,0.3109452736318408
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3837753510140406,0.0,0.0,0.35268103924820343
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2667706708268331,0.854166666666667,0.0,0.23659480375898287
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1232449297971919,0.11250000000000027,0.0,0.33287267366869355
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.056162246489859596,0.7541666666666669,0.0,0.31518334254652663
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1544461778471139,0.13750000000000018,0.0,0.31002395430256124
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2293291731669267,0.0,0.0,0.29340891849138123
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1357254290171607,0.9958333333333336,0.0,0.21844481297217616
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32761310452418096,0.6458333333333335,0.0,0.3540630182421227
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2230889235569423,0.8458333333333337,0.0,0.1920029482218537
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1669266770670827,0.8999999999999999,0.0,0.3548922056384743
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2293291731669267,0.25,0.0,0.240187949143173
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1419656786271451,0.541666666666667,0.0,0.32900313248571955
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2355694227769111,0.0,0.0,0.16989128431914502
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3338533541341654,0.8125,0.0,0.3371107425833794
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2542901716068643,0.6750000000000003,0.0,0.34669246360788647
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2293291731669267,0.9500000000000002,0.0,0.0
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34009360374414976,0.6375000000000002,0.0,0.3692647871752349
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2839313572542902,0.2708333333333335,0.0,0.29340891849138123
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2043681747269891,0.8416666666666668,0.0,0.33443891652846874
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.296411856474259,0.5874999999999999,0.0,0.3687119955776672
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.062402496099843996,0.9125000000000001,0.0,0.31002395430256124
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.093603744149766,0.8500000000000001,0.0,0.3589460106873042
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26053042121684866,0.854166666666667,0.0,0.09793624470241385
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0686427457098284,0.9458333333333333,0.0,0.27731711811313803
1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1794071762870515,0.0,0.0,0.28524046434494194
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1482059282371295,0.7333333333333334,0.0,0.25612677353970886
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3837753510140406,1.0,0.0,0.37976782752902155
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1981279251170047,0.3916666666666666,0.0,0.2756587433204349
1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.093603744149766,0.8208333333333333,0.0,0.36032798968122354
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2106084243369735,0.0,1.0,0.37276580062649717
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31513260530421217,0.0,0.0,0.38741477796204166
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.093603744149766,0.9750000000000001,0.0,0.3475216510042381
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2792511700468019,0.8791666666666669,0.0,0.32227750138197897
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3837753510140406,0.3291666666666666,0.0,0.29340891849138123
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2667706708268331,0.0,0.0,0.3869541182974019
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2293291731669267,0.7041666666666666,1.0,0.23023770038695412
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31513260530421217,0.0,0.0,0.2531785516860144
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1794071762870515,0.6875,0.0,0.3648424543946932
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2542901716068643,0.9958333333333336,0.0,0.8978256863829004
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1482059282371295,0.5041666666666669,0.0,0.1794730053436521
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1107644305772231,0.0,0.0,0.09637000184263866
0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2542901716068643,0.3791666666666669,0.0,0.3377556661138751
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30265210608424337,0.0,0.0,0.32669983416252074
1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0499219968798752,0.0,0.0,0.2788833609729132
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.31513260530421217,0.3125,0.0,0.3697254468398747
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1918876755070203,0.48750000000000027,0.0,0.33360972913211717
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2542901716068643,0.6208333333333336,0.0,0.3409802837663534
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21838928932921434,0.4375,0.0,0.3513911921872121
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0811232449297972,0.9500000000000002,0.0,0.3214483139856274
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1045241809672387,0.8208333333333333,0.0,0.2990602542841349
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1419656786271451,0.3208333333333333,0.0,0.3093790307720656
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1669266770670827,0.5249999999999999,0.0,0.3126957803574719
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3463338533541342,0.9875000000000003,0.0,0.33443891652846874
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26053042121684866,0.5458333333333334,0.0,0.25695596093606043
0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3837753510140406,1.0,0.0,0.38934954855352866
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2418096723868955,0.854166666666667,0.0,0.33001658374792703
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0436817472698908,0.9125000000000001,0.0,0.36594803758982863
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2355694227769111,0.5750000000000002,0.0,0.24147779620416437
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1918876755070203,0.8416666666666668,0.0,0.0
0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1357254290171607,0.3833333333333333,0.0,0.35784042749216877
0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0982839313572543,0.15833333333333366,0.0,0.35765616362631286
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0811232449297972,0.6625000000000001,0.0,0.30458817025981205
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.093603744149766,0.0,0.0,0.240187949143173
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2480499219968799,0.8416666666666668,0.0,0.32900313248571955
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3463338533541342,0.4750000000000001,0.0,0.34263865855905656
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1294851794071763,0.7333333333333334,0.0,0.33720287451630737
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.093603744149766,0.8250000000000002,0.0,0.3606043854800074
1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0249609984399376,0.0,0.0,0.038419016030956335
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.093603744149766,1.0,0.0,0.2115349180025797
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0873634945397816,0.0,0.0,0.2847798046803022
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31513260530421217,0.7625000000000002,0.0,0.28229224249124746
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0811232449297972,0.9916666666666667,0.0,0.24110926847245256
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2667706708268331,0.791666666666667,0.0,0.26119402985074625
1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0686427457098284,0.0,0.0,0.031140593329648057
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2667706708268331,0.0,0.0,0.2595356550580431
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.358814352574103,0.7333333333333334,0.0,0.36438179473005344
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.093603744149766,0.4750000000000001,0.0,0.29915238621706286
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1731669266770671,0.7000000000000002,0.0,0.35323383084577115
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1482059282371295,0.9958333333333336,0.0,0.2718813340703888
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1232449297971919,0.7208333333333337,0.0,0.2599041827897549
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.062402496099843996,0.0,0.0,0.3556292611018979
0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2839313572542902,0.604166666666667,0.0,0.3292795282845034
