CustomerID,date_size,date_recency,date_time_between,date_T,baseket_value_sum,baseket_value_mean,baseket_value_std,baseket_value_amax,baseket_value_amin,baseket_value_median,basket_size_sum,basket_size_mean,basket_size_std,basket_size_amax,basket_size_amin,basket_size_median,lag_12,lag_11,lag_10,lag_9,lag_8,lag_7,lag_6,lag_5,lag_4,lag_3,lag_2,lag_1,value
12843,19,344,19,353,4692.85,246.9921053,318.1466707,1006.4,-54.15,105.15,2147,113,168.1404836,522,-52,42,76.84,15.9,0,717.86,15,1108.39,1381.09,638.15,57.75,0,76.32,577.55,1321.650383
12849,4,210,70,218,2039.67,509.9175,182.4378253,728.32,288.39,511.48,1259,314.75,178.5709476,550,154,277.5,0,0,0,0,472.29,0,0,0,0,0,550.67,1016.71,1704.920057
12853,6,251,50,299,1846.8,307.8,287.8605246,597.4,-100.65,420.98,857,142.8333333,125.3322252,292,-10,164,0,0,413,0,0,0,511.04,428.96,-2.95,0,496.75,0,1230.660718
12854,4,167,55,355,1633.22,408.305,233.7458022,605.91,75.39,475.96,992,248,104.2688832,316,94,291,525.34,0,681.3,0,0,426.58,0,0,0,0,0,0,1450.13145
12863,5,210,52,216,2271.35,454.27,148.0652711,632.35,311.1,421.4,707,141.4,59.78963121,220,68,128,0,0,0,0,632.35,311.1,421.4,322.1,0,0,0,584.4,1552.656004
12867,6,326,65,350,3876.47,646.0783333,204.7141316,926.81,295.64,671.565,3641,606.8333333,200.7121488,848,239,627.5,295.64,0,699.93,0,0,643.2,0,606.26,0,704.63,0,926.81,1735.345286
12868,2,12,12,19,436.7,218.35,116.9554616,301.05,135.65,218.35,242,121,65.05382387,167,75,121,0,0,0,0,0,0,0,0,0,0,0,436.7,1223.668221
12871,1,0,0,66,363.38,363.38,0,363.38,363.38,363.38,284,284,0,284,284,284,0,0,0,0,0,0,0,0,0,363.38,0,0,1624.744101
12875,3,226,113,324,1013.76,337.92,28.26706918,354.24,305.28,354.24,3168,1056,166.2768775,1152,864,1152,0,305.28,0,0,354.24,0,0,0,354.24,0,0,0,1576.392419
12877,8,289,41,317,1419.4,177.425,82.44526513,299.49,73.06,181.995,1084,135.5,72.14469587,249,22,126.5,0,299.49,0,0,182.45,0,124.82,73.06,208.51,0,349.53,181.54,1246.956033
12891,7,201,33,286,492.5,70.35714286,62.7247388,204,21,63,1325,189.2857143,190.316153,600,50,150,0,0,21,63,0,73.5,42,221,0,68,0,0,1187.677469
12908,3,250,125,257,1026,342,41.56921938,390,318,318,1800,600,0,600,600,600,0,0,0,318,0,0,0,318,0,0,0,390,1700.244967
12909,5,231,57,280,905.94,181.188,174.9962034,337.91,-14.75,284.11,662,132.4,131.2394758,293,-3,174,0,0,284.11,-14.75,0,302.5,0,0,0,0,334.08,0,1691.21824
12910,5,242,60,248,2671.98,534.396,430.7177506,1017.96,-49.5,500.18,1910,382,353.7711124,796,-30,298,0,0,0,1017.96,0,0,0,0,271.92,881.92,0,500.18,1843.205934
12913,8,358,51,365,3799.61,474.95125,288.7504506,1089.5,204,430.455,1667,208.375,118.0761709,434,80,207,741.96,478.77,0,300.87,0,382.14,0,0,0,0,602.37,1293.5,1372.980961
12915,6,125,25,216,521.55,86.925,181.3458733,405.15,-45.05,-7.5,300,50,91.58820885,215,-7,-2,0,0,0,0,206.3,-44.85,0,0,405.15,-45.05,0,0,1132.379599
12916,3,242,121,311,1647.87,549.29,204.5347931,776.29,379.33,492.25,655,218.3333333,109.7147817,345,153,157,0,379.33,0,0,776.29,0,0,0,0,492.25,0,0,1456.313576
12921,38,353,9,365,17561.91,462.1555263,458.7107588,2033.93,-330.75,483.21,11439,301.0263158,277.6439959,1101,-49,303,2342.05,866.63,549.5,2015.98,937.19,1401.47,1159.04,948.36,668.9,2941.03,1872.36,1859.4,1475.531019
12924,8,338,48,357,1493.2,186.65,231.0490251,728.75,-42.5,127.825,932,116.5,109.1394913,355,-10,108,280.35,0,0,138.89,0,728.75,0,0,0,116.76,113.63,114.82,1288.356792
12928,6,171,34,176,2242.19,373.6983333,233.2984103,738.86,30,348.02,1427,237.8333333,160.0879966,466,24,206,0,0,0,0,0,0,818.39,292.5,0,392.44,0,738.86,1273.454874
12931,35,358,10,365,37836.86,1081.053143,1713.822814,6858.8,-149.4,360,24968,713.3714286,1185.800948,4600,-634,240,1268.75,489.3,1196,2316.04,794.6,1172.75,192.9,0,4610.02,1561.4,15976.6,8258.5,1908.127801
12933,4,349,116,356,1021,255.25,155.8992583,469.55,114.99,218.23,406,101.5,79.05483329,181,19,103,114.99,0,0,0,0,0,0,0,0,266.06,0,639.95,1268.770831
12935,9,233,29,234,2025.56,225.0622222,186.8260813,478.66,-29.85,308.38,1318,146.4444444,126.1676574,349,-24,174,0,0,0,0,491.11,333.19,308.38,317.45,0,0,285.8,289.63,1476.375946
12937,5,273,68,363,1593.34,318.668,178.1327696,587.87,144.51,328.05,976,195.2,111.4728667,379,108,165,314.57,0,0,0,0,0,587.87,0,328.05,362.85,0,0,1779.467336
12939,10,317,35,323,13683,1368.3,1043.776858,3417.12,292.5,1089.63,5452,545.2,431.2351253,1300,96,417,0,495,292.5,0,585,0,877.5,3417.12,0,2175,1689.12,4151.76,2448.125473
12948,2,7,7,364,252.48,126.24,3.16783838,128.48,124,126.24,224,112,45.254834,144,80,112,252.48,0,0,0,0,0,0,0,0,0,0,0,1312.196188
12949,14,354,27,363,11247.98,803.4271429,736.5550883,2621.93,-81,703.565,5834,416.7142857,334.785219,1011,-12,357.5,1794.7,1416.02,440.56,673.28,934.2,0,-81,1389.12,790.98,534.34,0,3355.78,1797.428003
12951,12,324,29,325,2122.35,176.8625,133.193489,382.2,-15.9,185.475,1150,95.83333333,87.69247229,242,-4,83,0,168.3,190.1,155.05,0,176.25,180.85,224.45,0,322.95,0,704.4,1577.377309
12957,7,187,31,355,4649.38,664.1971429,683.4338532,1609.01,-16.95,720.34,2130,304.2857143,322.9946926,693,-3,222,1085.1,0,0,1591.81,720.34,0,1252.13,0,0,0,0,0,1850.277154
12963,5,84,21,146,1305.96,261.192,313.9511572,716.08,-73.2,174.6,732,146.4,195.7672087,460,-24,68,0,0,0,0,0,0,0,642.88,60.6,602.48,0,0,1104.293735
12971,29,350,12,351,4284.29,147.7341379,138.9991595,636.6,-230.4,123.2,3577,123.3448276,451.1464187,1588,-1440,52,61.45,343.2,399.3,0,554.8,318.1,346.3,281.5,216.6,328.4,301.2,1133.44,1264.149165
12980,14,358,27,364,8817.33,629.8092857,419.3258455,1331.04,-44.25,559.2,1019,72.78571429,67.20139487,208,-3,56,754.2,726.6,1110.48,493.5,0,419.4,324,559.2,1145.4,380.4,1617.36,1286.79,1866.224449
12987,3,268,134,315,753.51,251.17,63.2821207,292.83,178.35,282.33,366,122,59.35486501,168,55,143,0,282.33,0,0,178.35,0,0,0,0,0,292.83,0,1372.3865
12989,16,305,20,356,5992.29,374.518125,299.1332188,810,-386.95,386.55,3849,240.5625,202.7221313,648,-71,160,413.1,138.24,499.2,598.1,1136.1,-386.95,307,1127.5,0,810,1350,0,1758.227686
12990,4,202,67,246,546,136.5,65.6467821,214.5,58.5,136.5,280,70,33.66501646,110,30,70,0,0,0,117,0,0,0,156,0,214.5,58.5,0,1475.088596
12993,5,236,59,286,776.5,155.3,192.7509817,408.42,-40.32,169.55,408,81.6,142.5492897,268,-96,77,0,0,169.55,266.9,0,0,0,0,0,380.37,-40.32,0,1299.665153
12997,9,334,41,349,867.17,96.35222222,148.3273601,305.54,-5.2,-1.25,515,57.22222222,88.16713926,194,-2,-1,-2.95,0,0,0,-2,270.5,0,0,303.78,-2.5,0,300.34,1320.806172
13000,2,155,155,352,430.15,215.075,399.6213974,497.65,-67.5,215.075,159,79.5,126.5721138,169,-10,79.5,497.65,0,0,0,0,-67.5,0,0,0,0,0,0,1320.962269
13001,20,332,17,363,14338.13,716.9065,324.5016981,1527.2,249.74,798.86,8021,401.05,197.6563938,836,112,398,864.98,1051.92,838.15,949.41,1300.12,1908.72,1333.66,1314.45,1051.87,1989.78,1735.07,0,1756.585875
13004,24,338,14,351,5530.56,230.44,191.2205972,415.85,-301.66,318.78,3646,151.9166667,132.4980448,314,-240,201,306.54,733.95,607.99,625.84,328.66,649.86,0,562.94,6.04,668.52,327.45,712.77,1692.231414
13005,3,30,15,84,466.08,155.36,152.3577313,256.25,-19.9,229.73,288,96,112.6010657,219,-2,71,0,0,0,0,0,0,0,0,0,229.73,236.35,0,1125.604706
13012,4,163,54,219,1279.56,319.89,242.258996,523.48,-31.43,393.755,722,180.5,133.5277749,264,-17,237.5,0,0,0,0,381.89,0,0,374.19,0,0,523.48,0,1554.610777
13013,15,338,24,352,6286.49,419.0993333,292.5912285,1336.03,121.9,357.2,3437,229.1333333,188.1211109,847,42,186,756.51,0,0,212,1831.88,675.25,598.6,660.52,0,357.6,890.23,303.9,1959.800695
13014,2,5,5,59,1855.4,927.7,1395.970207,1914.8,-59.4,927.7,1064,532,766.5037508,1074,-10,532,0,0,0,0,0,0,0,0,0,0,1855.4,0,2245.97731
13015,8,175,25,230,3119.44,389.93,420.275987,1072.71,-67.8,397.175,1846,230.75,295.9791257,721,-60,143.5,0,0,0,0,1259.85,0,-46.65,637.44,0,1336.6,-67.8,0,1765.673797
13018,5,247,61,275,2470.06,494.012,357.1555571,818.7,-15.4,645.65,1307,261.4,220.3016114,464,-4,385,0,0,0,818.7,0,645.65,0,0,0,757.31,263.8,-15.4,1586.914038
13021,12,360,32,361,2222.26,185.1883333,175.9412121,448.1,-20.25,238.455,1184,98.66666667,88.91500879,225,-4,117,233.71,0,0,419.55,309.13,-36.75,0,258.38,0,0,736.75,301.49,1513.423958
13026,5,238,59,353,753.97,150.794,139.3810883,335.98,-3.75,110.88,845,169,135.2035502,328,-1,180,332.23,0,0,250.02,110.88,0,0,0,60.84,0,0,0,976.6629917
13027,17,303,18,315,10236,602.1176471,561.280603,1824,-96,504,25557,1503.352941,1382.886743,4560,-240,1200,0,576,576,1248,1008,1008,1020,-96,1939.2,-19.2,2328,648,1577.951288
13029,2,149,149,150,679.8,339.9,11.03086579,347.7,332.1,339.9,60,30,11.3137085,38,22,30,0,0,0,0,0,0,0,347.7,0,0,0,332.1,1726.372064
13034,1,0,0,28,114.05,114.05,0,114.05,114.05,114.05,37,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,114.05,1168.824227
13035,1,0,0,58,442.32,442.32,0,442.32,442.32,442.32,282,282,0,282,282,282,0,0,0,0,0,0,0,0,0,0,442.32,0,1527.976577
13037,11,337,33,363,2961.48,269.2254545,236.6546883,744.86,-29.15,313.19,1674,152.1818182,162.5950911,562,-15,142,291.94,291.5,0,715.71,384.31,0,448.78,0,357.53,317.41,0,154.3,1431.839676
13046,1,0,0,83,319.94,319.94,0,319.94,319.94,319.94,241,241,0,241,241,241,0,0,0,0,0,0,0,0,0,319.94,0,0,1801.732955
13047,19,313,17,350,5020.99,264.2626316,303.1568346,838.69,-46.7,256.64,1920,101.0526316,108.7032013,275,-8,99,306.3,563.98,0,322.44,1092.38,660.87,30,607.18,852.29,0,585.55,0,1437.669239
13048,5,245,61,308,2229.25,445.85,313.0141699,953.19,91.6,394.6,1462,292.4,197.2898882,603,58,281,0,394.6,0,0,419.55,91.6,0,953.19,0,370.31,0,0,1433.88837
13049,3,12,6,28,727.46,242.4866667,264.0865512,504,-24.1,247.56,338,112.6666667,110.8572656,192,-14,160,0,0,0,0,0,0,0,0,0,0,0,727.46,1556.506013
13050,27,350,13,351,5809.82,215.1785185,217.0342377,783.24,-78.31,302.25,3239,119.962963,145.4569673,679,-9,128,317.26,329.5,304.65,302.9,943.02,-60.75,584.65,285.92,607.72,611.77,1074.99,508.19,1348.566764
13055,2,20,20,56,1090.55,545.275,793.9748493,1106.7,-16.15,545.275,914,457,664.6803743,927,-13,457,0,0,0,0,0,0,0,0,0,0,1090.55,0,1311.618011
13064,2,41,41,218,561.25,280.625,57.94740072,321.6,239.65,280.625,154,77,11.3137085,85,69,77,0,0,0,0,239.65,0,321.6,0,0,0,0,0,1424.400417
13069,12,167,15,170,4697.15,391.4291667,163.2818561,613.11,138.38,398.42,9047,753.9166667,603.8400538,1815,92,621.5,0,0,0,0,0,0,1033.07,823.7,678.92,202.14,838.99,1120.33,1568.351335
13078,50,364,7,365,15937.16,318.7432,316.2066521,1003.61,-76.3,339.65,6315,126.3,136.6289852,488,-14,123,2278.3,855.95,880.04,1314.23,701.32,1022.17,1213.95,990.52,1279,1109.45,1395.63,2896.6,1428.246015
13081,21,343,17,358,27996.89,1333.185238,1235.375193,3677.9,-243.6,1420.56,20785,989.7619048,978.4675214,3141,-72,1020,2285.58,3677.9,919.54,3176.34,2466.82,1344.46,0,3832.6,2454.65,0,4870.92,2968.08,2885.748659
13082,12,293,26,344,3673.44,306.12,348.748772,1263.92,-31.8,231.96,4100,341.6666667,441.8966011,1564,-30,232,192.18,0,0,453.72,0,1255.44,211.92,474,399.18,252,435,0,1088.541376
13085,4,318,106,365,1187.08,296.77,775.9994293,920.4,-830.12,548.4,727,181.75,147.5903678,352,-1,188,1096.8,920.4,0,0,0,0,0,0,0,0,-830.12,0,1279.778538
13089,77,358,4,364,52597.69,683.0868831,649.2663986,2956.34,-78.9,489.6,27238,353.7402597,372.6387203,1834,-14,246,3095.95,3249.52,3403.93,3273.73,3471.75,2965.34,5773.11,2567.66,5953.64,7755.72,3101.23,7986.11,1646.557604
13090,10,120,13,121,4073.49,407.349,234.4199057,757.05,-8.5,388.535,972,97.2,63.72998597,196,-1,94.5,0,0,0,0,0,0,0,0,1073.72,0,748.55,2251.22,1760.380389
13092,9,253,31,294,1547.5,171.9444444,171.2865863,448.05,-82.85,135.85,330,36.66666667,49.34318595,119,-37,21,0,0,365.2,86.25,254.4,-32.1,307.25,0,300.2,135.85,130.45,0,1377.070511
13094,1,0,0,16,282.12,282.12,0,282.12,282.12,282.12,180,180,0,180,180,180,0,0,0,0,0,0,0,0,0,0,0,282.12,1426.715869
13097,14,350,26,365,6968.41,497.7435714,260.3207784,889.29,-19.8,547.775,3009,214.9285714,118.9359649,384,-4,255,1224.53,544.22,0,1027.99,587.56,659.53,779.24,0,619.93,775.61,0,749.8,1466.571226
13102,15,208,14,209,4787.01,319.134,256.8561264,900.5,-130.05,300.56,2140,142.6666667,98.25598249,394,-17,126,0,0,0,0,0,839.95,493.9,588.21,655.03,201.71,203.92,1804.29,1626.78505
13104,3,238,119,280,610.62,203.54,119.3971407,332.4,96.66,181.56,330,110,95.68698971,216,30,84,0,0,96.66,0,0,0,181.56,0,0,0,332.4,0,1205.375738
13107,10,322,35,358,3585.55,358.555,475.1913127,1182.86,-80,114.525,2967,296.7,389.8301767,861,-38,29.5,-17.65,0,606.3,0,696.03,0,1002.26,-80,0,1172.96,205.65,0,1559.944305
13110,5,301,75,365,1443.3,288.66,154.5213972,521.1,153.72,241.9,373,74.6,41.57884077,140,32,62,362.78,163.8,153.72,0,0,0,241.9,0,0,521.1,0,0,1631.905286
13113,13,246,20,248,5749.13,442.2407692,211.9210465,1034.66,219.41,384.75,1352,104,77.85456527,267,39,70,0,0,0,523.53,0,1419.41,0,1429.45,335.01,219.41,562.5,1259.82,1246.679659
13115,9,281,35,287,3173.82,352.6466667,379.6494798,1102.42,-18.95,309,2363,262.5555556,283.4202318,700,-2,166,0,0,-18.95,0,749,204.54,359.98,467.83,0,0,0,1411.42,1381.136811
13117,11,237,23,250,1269.05,115.3681818,72.62225855,278.76,-1.7,100.16,905,82.27272727,53.36120484,164,-2,72,0,0,0,128.22,178.87,98.46,89.47,147.96,119.12,74.79,278.76,153.4,1364.446871
13118,4,63,21,66,1209.1,302.275,78.84829379,410.15,221.37,288.79,422,105.5,63.19018911,179,47,98,0,0,0,0,0,0,0,0,0,221.37,410.15,577.58,1496.034174
13124,1,0,0,12,916.12,916.12,0,916.12,916.12,916.12,636,636,0,636,636,636,0,0,0,0,0,0,0,0,0,0,0,916.12,1943.91564
13126,9,245,30,274,1622.74,180.3044444,190.7713708,464.85,-23.65,283.65,1131,125.6666667,132.7620051,309,-7,145,0,0,0,441.2,317.44,-10.48,0,306.55,0,275.3,302.68,-9.95,1153.555015
13134,2,14,14,43,681.65,340.825,94.71695334,407.8,273.85,340.825,305,152.5,152.027958,260,45,152.5,0,0,0,0,0,0,0,0,0,0,273.85,407.8,1162.542913
13136,9,356,44,358,3552.52,394.7244444,495.6742644,1381.98,-73.78,352.45,1730,192.2222222,248.6381798,726,-46,167,547.44,-26.1,0,0,0,1308.2,0,0,352.45,0,867.21,503.32,1458.901619
13137,8,116,16,129,4062.29,507.78625,306.7006063,942.02,125.66,431.37,2068,258.5,154.1288886,505,50,279.5,0,0,0,0,0,0,0,840.55,0,567.79,555.56,2098.39,1522.075861
13138,2,2,2,23,298.87,149.435,229.3642266,311.62,-12.75,149.435,119,59.5,85.55992052,120,-1,59.5,0,0,0,0,0,0,0,0,0,0,0,298.87,1280.823558
13139,1,0,0,64,3138.04,3138.04,0,3138.04,3138.04,3138.04,2189,2189,0,2189,2189,2189,0,0,0,0,0,0,0,0,0,3138.04,0,0,3775.660325
13140,2,71,71,118,632.45,316.225,90.40360197,380.15,252.3,316.225,387,193.5,84.14570696,253,134,193.5,0,0,0,0,0,0,0,0,252.3,0,380.15,0,1573.38189
13141,14,345,26,357,5150.83,367.9164286,362.2940688,1025.46,-98.1,309.56,3587,256.2142857,233.0804346,729,-18,214.5,344.55,1025.46,354.87,222.06,0,214.2,1083.1,0,0,1382.17,-24,548.42,1729.62013
13145,3,179,89,226,510,170,117.7794549,306,102,102,120,40,27.71281292,72,24,24,0,0,0,0,102,0,0,102,0,0,306,0,1610.08842
13148,13,343,28,359,4775.12,367.3169231,193.4258649,558.77,-46.05,391.5,2562,197.0769231,153.0781182,547,-6,177,331.4,463.33,313.24,778.74,326.62,482.52,0,514.57,0,474.49,0,1090.21,1622.901871
13155,2,78,78,118,398.72,199.36,51.39252086,235.7,163.02,199.36,244,122,14.14213562,132,112,122,0,0,0,0,0,0,0,0,235.7,0,163.02,0,1187.812722
13157,4,232,77,268,3946.14,986.535,603.6121897,1612.66,193.2,1070.14,3323,830.75,524.5273269,1400,132,895.5,0,0,0,193.2,0,1612.66,0,0,1239.92,0,900.36,0,2745.920041
13158,1,0,0,15,307.12,307.12,0,307.12,307.12,307.12,208,208,0,208,208,208,0,0,0,0,0,0,0,0,0,0,0,307.12,1626.017911
13162,14,355,27,362,7471.95,533.7107143,350.9209371,1019.31,-103.55,591.44,4005,286.0714286,170.7672569,556,-19,281,1585.61,1196.88,737.22,1995.39,0,218.85,779.6,330,319.22,0,0,309.18,1853.826867
13165,1,0,0,40,429.68,429.68,0,429.68,429.68,429.68,360,360,0,360,360,360,0,0,0,0,0,0,0,0,0,0,429.68,0,1463.83798
13168,1,0,0,169,556.12,556.12,0,556.12,556.12,556.12,230,230,0,230,230,230,0,0,0,0,0,0,556.12,0,0,0,0,0,1654.202237
13169,1,0,0,189,127.2,127.2,0,127.2,127.2,127.2,24,24,0,24,24,24,0,0,0,0,0,127.2,0,0,0,0,0,0,1495.025652
13174,8,343,49,362,5261.84,657.73,304.245123,1017.6,15,681.805,2446,305.75,147.747613,484,1,341,630.39,916.78,0,638.56,1017.6,725.05,0,0,0,786.88,0,546.58,1824.530773
13178,14,326,25,350,8272.42,590.8871429,450.6925389,1258.2,-22.35,618.895,5179,369.9285714,278.2977001,766,-12,409.5,618.79,595.65,684.8,850.28,1160.1,-22.35,1258.2,1087.45,823.8,619,0,596.7,1939.94873
13183,9,241,30,262,3053.1,339.2333333,289.2845189,817.1,-8.75,386.6,1793,199.2222222,170.6434717,469,-12,232,0,0,0,484.69,-7.8,376.87,386.6,0,493.56,817.1,0,502.08,1457.216349
13192,5,168,42,313,1632.59,326.518,347.2244298,724.92,-7.65,280.67,1023,204.6,256.4279626,598,-8,119,0,724.92,-6.4,0,641.05,0,280.67,-7.65,0,0,0,0,1718.138534
13196,4,174,58,244,1261.86,315.465,283.1616832,647.18,-9.2,311.94,780,195,191.8905938,367,-2,207.5,0,0,0,0,190.77,0,0,0,423.91,647.18,0,0,1638.971657
13198,4,49,16,61,1528.19,382.0475,468.1663804,821.84,-41.5,373.925,793,198.25,246.7392348,498,-6,150.5,0,0,0,0,0,0,0,0,0,0,780.34,747.85,1123.832861
13199,25,360,15,361,6132.34,245.2936,142.8953507,568.94,-14.75,222.6,5386,215.44,175.4059767,610,-5,144,138.24,382.32,327.62,791.54,931.21,390,556.18,276.48,496.56,180.36,352.93,1308.9,1280.524102
13203,7,336,56,349,1761.09,251.5842857,212.7507256,646.32,-17.7,234.1,1607,229.5714286,188.7377874,528,-6,160,339.9,0,0,120.32,0,0,234.1,0,307.95,-17.7,646.32,130.2,1415.132434
13208,3,287,143,363,764.6,254.8666667,175.5504273,403.36,61.12,300.12,541,180.3333333,147.2899635,343,56,142,61.12,0,0,0,0,0,300.12,0,0,403.36,0,0,1745.40886
13209,5,170,42,311,2617.9,523.58,478.9120788,1290.28,17.4,491.4,1528,305.6,386.6119502,956,12,124,0,257.3,0,1307.68,0,561.52,0,491.4,0,0,0,0,1543.847524
13211,6,352,70,360,1509.45,251.575,71.6248015,336.8,155.05,255.325,1011,168.5,68.20777082,284,97,157.5,213.39,0,0,297.26,0,155.05,0,200.95,0,0,0,642.8,1732.517323
13213,8,190,27,195,2316.19,289.52375,303.0077065,879.64,-8.15,248.01,1595,199.375,259.9636994,804,-4,148,0,0,0,0,0,295.55,0,319.4,0,0,1429.62,271.62,1409.847175
13220,1,0,0,202,516.8,516.8,0,516.8,516.8,516.8,200,200,0,200,200,200,0,0,0,0,0,516.8,0,0,0,0,0,0,1593.922198
13225,8,301,43,349,9796.23,1224.52875,386.1401912,1770.44,791.22,1178.87,3985,498.125,195.4412133,741,216,441,1425.3,0,1721.79,924.54,1770.44,0,1192.6,0,1165.14,0,1596.42,0,2055.187739
13230,16,255,17,258,3460.36,216.2725,120.7228321,518.93,89.73,167.03,1937,121.0625,85.30452802,309,21,92,0,0,0,283,174.21,288.99,654.73,517.73,154.5,159.85,120.3,1107.05,1438.232971
13233,2,274,274,321,571.34,285.67,7.014499269,290.63,280.71,285.67,600,300,97.5807358,369,231,300,0,290.63,0,0,0,0,0,0,0,0,280.71,0,1412.843836
13238,2,160,160,217,305.9,152.95,50.84097757,188.9,117,152.95,144,72,16.97056275,84,60,72,0,0,0,0,117,0,0,0,0,0,188.9,0,1326.71525
13240,3,241,120,279,773.45,257.8166667,280.7554625,581.33,77.95,114.17,417,139,157.7307833,321,42,54,0,0,77.95,0,114.17,0,0,0,0,0,581.33,0,1311.057816
13242,4,217,72,295,429,107.25,56.29165125,175.5,39,107.25,220,55,28.86751346,90,20,55,0,0,117,0,0,97.5,0,0,175.5,39,0,0,1281.06841
13246,5,132,33,152,1355.58,271.116,76.90382877,360.04,157.17,288.69,1192,238.4,76.11701518,304,107,261,0,0,0,0,0,0,0,157.17,0,648.73,239.99,309.69,991.4004981
13249,6,283,56,311,897.52,149.5866667,63.01261165,253.68,76.4,149.36,700,116.6666667,53.80954067,204,56,116,0,76.4,0,99.6,129.6,0,169.12,0,169.12,0,0,253.68,1386.58085
13253,2,273,273,330,1920.71,960.355,19.84848735,974.39,946.32,960.355,1443,721.5,228.3954903,883,560,721.5,0,974.39,0,0,0,0,0,0,0,0,946.32,0,2343.436657
13255,1,0,0,139,279.25,279.25,0,279.25,279.25,279.25,230,230,0,230,230,230,0,0,0,0,0,0,0,279.25,0,0,0,0,1395.244151
13258,2,21,21,27,336.6,168.3,45.39625535,200.4,136.2,168.3,164,82,31.11269837,104,60,82,0,0,0,0,0,0,0,0,0,0,0,336.6,1097.571732
13263,4,20,6,40,1250.62,312.655,73.02063384,390.85,237.78,310.995,610,152.5,80.1685724,272,104,117,0,0,0,0,0,0,0,0,0,0,628.63,621.99,1459.462679
13266,10,327,36,349,2247.63,224.763,196.7057626,475.54,-7.05,297.815,2370,237,243.8031993,657,-3,187,295.55,0,0,301.33,300.08,378.26,-7.05,473.89,0,0,507.52,-1.95,1350.682526
13267,19,358,19,359,4793.22,252.2747368,200.071331,580.95,-27,316.97,1956,102.9473684,88.29840422,285,-13,109,622.94,766.6,0,389.43,335.7,260.74,0,321.27,0,580.95,639.22,876.37,1591.733452
13269,8,356,50,364,3194.04,399.255,186.933872,696.91,176.1,367.69,2853,356.625,159.4534751,610,94,358,526.62,0,411.6,0,626.77,0,310.49,176.1,0,445.55,0,696.91,1482.478501
13280,4,265,88,271,1482.27,370.5675,404.9785049,890.13,-25.5,308.82,971,242.75,351.3321078,760,-2,106.5,0,0,0,453,0,0,0,0,0,0,890.13,139.14,1853.100919
13282,1,0,0,33,181.05,181.05,0,181.05,181.05,181.05,103,103,0,103,103,103,0,0,0,0,0,0,0,0,0,0,181.05,0,935.1161297
