median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,rooms_per_household,population_per_household
12.86411064897655,-117.85,34.08,mid old,1160.0,166.0,467.0,178.0,8.105,<1H OCEAN,6.51685393258427,2.6235955056179776
12.274198474577775,-118.07,34.1,old,4275.0,,2812.0,1012.0,3.3512,<1H OCEAN,4.224308300395257,2.7786561264822134
12.422392971496258,-122.79,38.5,mid old,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN,5.7538644470868014,3.2758620689655173
11.355101379776661,-118.25,33.93,old,819.0,233.0,899.0,228.0,1.1346,<1H OCEAN,3.5921052631578947,3.942982456140351
13.122365377402328,-118.46,34.08,old,3247.0,525.0,1065.0,484.0,7.8426,<1H OCEAN,6.708677685950414,2.200413223140496
11.865692784077943,-118.19,33.99,old,1212.0,272.0,1129.0,263.0,2.6673,<1H OCEAN,4.608365019011407,4.2927756653992395
11.895463068434688,-118.08,34.58,new,1113.0,186.0,631.0,168.0,4.1719,INLAND,6.625,3.755952380952381
12.141534124392603,-122.3,37.88,old,453.0,146.0,749.0,137.0,1.475,NEAR BAY,3.3065693430656933,5.467153284671533
12.174581978438804,-122.41,37.77,old,1963.0,565.0,1628.0,524.0,2.6083,NEAR BAY,3.74618320610687,3.1068702290076335
12.508766475602393,-118.07,34.11,old,2869.0,563.0,1627.0,533.0,5.0736,<1H OCEAN,5.382739212007505,3.052532833020638
12.102377409191408,-122.13,37.15,old,2854.0,613.0,1338.0,518.0,3.9423,NEAR OCEAN,5.5096525096525095,2.583011583011583
12.206072645530174,-121.04,37.78,old,2916.0,528.0,1466.0,473.0,2.5643,INLAND,6.164904862579281,3.0993657505285412
11.951180395901384,-121.26,38.09,old,930.0,186.0,525.0,201.0,2.0625,INLAND,4.626865671641791,2.611940298507463
11.620882606475321,-119.73,36.83,mid old,3348.0,491.0,1584.0,493.0,5.0828,INLAND,6.7910750507099396,3.212981744421907
11.134589024250317,-116.22,33.73,old,1695.0,352.0,1279.0,305.0,2.1217,INLAND,5.557377049180328,4.19344262295082
11.896826395162552,-117.35,34.04,mid old,2991.0,522.0,1729.0,537.0,3.5139,INLAND,5.569832402234637,3.2197392923649906
12.89921982609012,-118.11,33.95,old,1723.0,279.0,617.0,252.0,6.7501,<1H OCEAN,6.837301587301587,2.4484126984126986
12.092343880201831,-122.83,38.4,old,2217.0,451.0,1019.0,428.0,3.1217,<1H OCEAN,5.179906542056075,2.380841121495327
12.161598155428344,-118.4,34.19,old,2180.0,599.0,1483.0,574.0,3.0395,<1H OCEAN,3.797909407665505,2.583623693379791
12.397519110101129,-122.08,37.68,mid old,3051.0,685.0,1479.0,668.0,3.5295,NEAR BAY,4.567365269461078,2.214071856287425
13.108670050272327,-118.13,34.13,old,2099.0,397.0,1500.0,380.0,4.8304,<1H OCEAN,5.523684210526316,3.9473684210526314
12.393796251613123,-118.98,34.16,mid old,2476.0,402.0,1251.0,387.0,5.7676,<1H OCEAN,6.397932816537468,3.2325581395348837
11.792071206399722,-121.99,38.34,mid old,1470.0,261.0,748.0,256.0,4.0433,INLAND,5.7421875,2.921875
12.536814207442402,-118.01,34.12,old,1937.0,332.0,922.0,340.0,3.94,INLAND,5.697058823529412,2.711764705882353
12.791356180214175,-119.27,34.26,mid old,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN,5.513097072419106,2.24191063174114
12.905450375840756,-122.16,37.45,mid old,2207.0,810.0,1304.0,775.0,2.1406,NEAR BAY,2.847741935483871,1.6825806451612904
11.369055094550527,-121.45,38.54,old,3421.0,734.0,1441.0,727.0,1.9485,INLAND,4.705639614855571,1.9821182943603852
11.147642146494896,-121.76,38.68,old,674.0,178.0,701.0,189.0,1.3942,INLAND,3.566137566137566,3.708994708994709
12.265755647691348,-117.99,33.94,old,2395.0,565.0,1214.0,521.0,3.7045,<1H OCEAN,4.596928982725528,2.330134357005758
12.097930486910471,-122.22,38.12,mid old,14125.0,2344.0,6456.0,2147.0,5.1014,NEAR BAY,6.578947368421052,3.0069864927806242
12.114505452004684,-121.83,37.34,old,1848.0,339.0,1952.0,327.0,4.087,<1H OCEAN,5.651376146788991,5.969418960244648
12.417143615610113,-118.34,34.17,old,1718.0,344.0,756.0,343.0,3.2125,<1H OCEAN,5.0087463556851315,2.204081632653061
11.176053148327675,-119.7,36.83,mid old,3532.0,756.0,1885.0,758.0,2.5904,INLAND,4.6596306068601585,2.4868073878627968
12.68942429229541,-118.44,34.0,old,1562.0,377.0,874.0,368.0,4.1083,<1H OCEAN,4.244565217391305,2.375
12.302291503270716,-122.03,37.56,old,4981.0,964.0,2841.0,924.0,4.8962,NEAR BAY,5.390692640692641,3.074675324675325
11.831379196088763,-118.18,33.96,mid old,427.0,118.0,402.0,105.0,1.4167,<1H OCEAN,4.066666666666666,3.8285714285714287
11.495779306135258,-117.34,34.49,new,3293.0,585.0,1678.0,530.0,3.2941,INLAND,6.213207547169811,3.1660377358490566
12.414305584108629,-122.51,38.17,new,5875.0,1115.0,2808.0,1029.0,3.6392,NEAR BAY,5.709426627793975,2.728862973760933
12.738170404571704,-118.47,34.03,old,2642.0,681.0,1303.0,625.0,3.5987,<1H OCEAN,4.2272,2.0848
11.630708500626612,-117.16,32.73,old,1682.0,617.0,873.0,534.0,2.0972,NEAR OCEAN,3.149812734082397,1.6348314606741574
12.740517134894798,-117.96,33.88,mid old,3578.0,461.0,1588.0,466.0,6.2556,<1H OCEAN,7.6781115879828326,3.407725321888412
13.080916187490155,-118.14,34.13,old,4438.0,803.0,1650.0,741.0,5.1072,<1H OCEAN,5.989203778677463,2.2267206477732793
12.220961258023925,-117.83,34.11,old,2671.0,437.0,1484.0,445.0,4.9844,INLAND,6.002247191011236,3.3348314606741574
11.638676670275789,-117.46,34.07,mid old,3155.0,572.0,2482.0,642.0,2.9973,INLAND,4.914330218068536,3.866043613707165
12.008840476000465,-118.17,33.96,mid old,2249.0,681.0,2621.0,628.0,2.3,<1H OCEAN,3.5812101910828025,4.173566878980892
12.449802830452771,-117.19,34.27,mid old,7961.0,1147.0,879.0,280.0,5.2146,INLAND,28.432142857142857,3.1392857142857142
12.022149807369246,-117.92,33.83,old,1514.0,301.0,855.0,293.0,3.6042,<1H OCEAN,5.167235494880546,2.9180887372013653
12.691580461311874,-117.16,32.71,new,2508.0,827.0,2066.0,761.0,1.3092,NEAR OCEAN,3.295663600525624,2.7148488830486204
12.066235700342375,-118.16,34.02,old,1218.0,374.0,1175.0,342.0,1.9688,<1H OCEAN,3.56140350877193,3.435672514619883
12.393796251613123,-121.79,37.32,mid old,3034.0,451.0,1669.0,430.0,6.2742,<1H OCEAN,7.055813953488372,3.8813953488372093
12.588610248994634,-122.28,37.54,mid old,5114.0,1357.0,3169.0,1268.0,3.9699,NEAR OCEAN,4.033123028391167,2.4992113564668768
12.115053247143004,-117.69,34.04,new,4459.0,896.0,2028.0,881.0,4.0096,INLAND,5.061293984108967,2.3019296254256525
11.600936342292941,-117.22,33.74,new,1810.0,386.0,931.0,355.0,2.5221,<1H OCEAN,5.098591549295775,2.6225352112676057
11.918390573078392,-120.83,37.51,old,3078.0,477.0,1226.0,487.0,4.601,INLAND,6.3203285420944555,2.517453798767967
12.406152257245832,-122.07,37.58,mid old,1644.0,251.0,1033.0,267.0,6.5116,NEAR BAY,6.157303370786517,3.8689138576779025
12.854222460159383,-116.26,33.65,new,7437.0,1222.0,574.0,302.0,10.2948,INLAND,24.625827814569536,1.900662251655629
12.33314572809365,-118.48,34.28,old,2132.0,368.0,1128.0,341.0,5.3107,<1H OCEAN,6.252199413489736,3.30791788856305
12.323855681186558,-117.85,33.77,mid old,2186.0,511.0,908.0,466.0,4.575,<1H OCEAN,4.690987124463519,1.9484978540772533
12.995665724358371,-122.03,37.0,old,2077.0,342.0,816.0,328.0,5.2078,NEAR OCEAN,6.3323170731707314,2.4878048780487805
12.147383649181494,-122.03,37.61,old,1518.0,302.0,831.0,268.0,5.0969999999999995,NEAR BAY,5.664179104477612,3.1007462686567164
11.992260421644849,-118.29,34.25,new,5568.0,1514.0,3565.0,1374.0,3.0795,<1H OCEAN,4.0524017467248905,2.594614264919942
11.887931365593685,-122.34,37.94,old,1611.0,455.0,786.0,411.0,1.681,NEAR BAY,3.9197080291970803,1.9124087591240877
12.560945967522278,-118.0,33.91,mid old,5166.0,770.0,2374.0,753.0,5.979,<1H OCEAN,6.860557768924303,3.152722443559097
12.010057761604216,-117.17,34.12,new,3867.0,573.0,1275.0,433.0,5.4138,INLAND,8.930715935334874,2.9445727482678983
11.967180737247824,-118.35,33.96,mid old,2714.0,881.0,1549.0,853.0,1.2094,<1H OCEAN,3.1817116060961315,1.8159437280187574
12.30591798049989,-121.65,36.66,old,4261.0,840.0,2013.0,801.0,3.5288,<1H OCEAN,5.31960049937578,2.51310861423221
12.889674413246588,-122.04,37.34,mid old,4475.0,1048.0,2271.0,1021.0,4.8836,<1H OCEAN,4.382957884427032,2.2242899118511263
12.240474072247506,-117.19,32.81,old,5226.0,833.0,2221.0,839.0,5.1491,NEAR OCEAN,6.228843861740167,2.6471990464839092
12.327847702456095,-120.65,35.27,mid old,2365.0,538.0,1446.0,490.0,2.5129,NEAR OCEAN,4.826530612244898,2.951020408163265
11.926358742727569,-122.19,37.77,old,2329.0,445.0,1144.0,417.0,3.5114,NEAR BAY,5.585131894484412,2.7434052757793763
12.269985971273826,-123.7,39.32,mid old,1652.0,352.0,711.0,292.0,3.1071,<1H OCEAN,5.657534246575342,2.434931506849315
12.7098736543592,-122.48,37.75,old,2074.0,401.0,1136.0,409.0,4.7703,NEAR BAY,5.070904645476773,2.7775061124694376
12.595408371708455,-122.22,37.84,old,2935.0,473.0,1031.0,479.0,7.5,NEAR BAY,6.127348643006263,2.152400835073069
11.149082031552883,-117.28,34.11,old,1573.0,418.0,1258.0,359.0,1.4896,INLAND,4.381615598885793,3.5041782729805013
12.862815144196318,-121.7,37.2,mid old,531.0,154.0,469.0,155.0,4.65,<1H OCEAN,3.425806451612903,3.0258064516129033
11.699405031912846,-117.12,32.76,old,1469.0,421.0,803.0,395.0,2.1856,NEAR OCEAN,3.7189873417721517,2.0329113924050635
12.356215303959893,-118.12,33.79,old,1471.0,301.0,767.0,311.0,4.3317,<1H OCEAN,4.729903536977492,2.4662379421221865
11.235853571630463,-118.45,35.62,mid old,2304.0,527.0,782.0,390.0,1.4141,INLAND,5.907692307692308,2.005128205128205
12.801882593201162,-122.28,37.9,old,2318.0,328.0,779.0,312.0,7.1754,NEAR BAY,7.42948717948718,2.496794871794872
12.639801218911197,-122.53,37.88,old,2688.0,485.0,1064.0,449.0,4.4583,NEAR BAY,5.986636971046771,2.3697104677060135
13.122365377402328,-118.04,34.13,old,249.0,31.0,268.0,29.0,15.0001,INLAND,8.586206896551724,9.241379310344827
11.646581849782901,-121.5,38.53,old,3642.0,684.0,1508.0,657.0,3.5231,INLAND,5.54337899543379,2.295281582952816
12.490123131747906,-122.07,37.94,old,1454.0,234.0,683.0,258.0,4.475,NEAR BAY,5.635658914728682,2.647286821705426
12.195517131590657,-117.9,33.78,mid old,10336.0,2596.0,7111.0,2419.0,3.3627,<1H OCEAN,4.272840016535759,2.9396444811905744
11.635143097694478,-118.91,35.4,mid old,3587.0,774.0,1398.0,763.0,2.569,INLAND,4.7011795543905635,1.8322411533420708
11.857224137840905,-118.21,34.03,old,1550.0,407.0,1718.0,403.0,2.5268,<1H OCEAN,3.8461538461538463,4.26302729528536
11.887931365593685,-122.15,37.47,old,1844.0,382.0,1634.0,417.0,2.7993,NEAR BAY,4.422062350119904,3.918465227817746
12.022750588402635,-117.13,32.81,old,2119.0,444.0,1202.0,440.0,3.2308,NEAR OCEAN,4.8159090909090905,2.731818181818182
12.685097956746366,-121.68,36.9,mid old,833.0,130.0,405.0,127.0,5.2729,<1H OCEAN,6.559055118110236,3.188976377952756
13.122365377402328,-122.0,37.84,mid old,7681.0,946.0,2777.0,908.0,9.5271,<1H OCEAN,8.459251101321586,3.0583700440528636
12.160552130228364,-122.31,38.0,old,3735.0,641.0,1708.0,633.0,4.621,NEAR BAY,5.900473933649289,2.69826224328594
11.983553898984805,-117.02,32.95,mid old,1909.0,334.0,1043.0,322.0,3.7784,<1H OCEAN,5.928571428571429,3.239130434782609
12.777052192115912,-117.32,33.12,mid old,2670.0,527.0,936.0,461.0,2.7717,NEAR OCEAN,5.79175704989154,2.0303687635574836
12.378764653348286,-118.55,34.44,mid old,15348.0,2366.0,7087.0,2169.0,6.3277,INLAND,7.076071922544951,3.2674043337943752
12.31984765978902,-117.94,33.66,mid old,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN,5.097323600973236,2.343065693430657
12.226855184712702,-118.93,35.44,mid old,1439.0,237.0,557.0,227.0,6.1563,INLAND,6.3392070484581495,2.4537444933920707
12.544685446650497,-117.6,33.42,mid old,2482.0,461.0,1048.0,425.0,4.665,NEAR OCEAN,5.84,2.4658823529411764
11.864286314085192,-117.58,33.87,old,1511.0,272.0,773.0,265.0,3.5313,INLAND,5.7018867924528305,2.9169811320754717
11.754301784545499,-121.99,38.53,new,4598.0,834.0,2561.0,812.0,3.4186,INLAND,5.66256157635468,3.1539408866995076
11.379394072345706,-121.49,38.56,old,900.0,239.0,506.0,231.0,1.2813,INLAND,3.896103896103896,2.1904761904761907
11.426277658244556,-121.94,38.89,mid old,1462.0,314.0,774.0,271.0,2.5478,INLAND,5.394833948339484,2.856088560885609
11.314474526246391,-120.85,37.06,old,2609.0,645.0,1796.0,629.0,1.5479,INLAND,4.14785373608903,2.8553259141494434
11.861467425678772,-121.56,38.44,old,1485.0,270.0,653.0,251.0,3.0,INLAND,5.916334661354582,2.601593625498008
12.226365348797936,-122.11,37.14,old,3201.0,640.0,1722.0,570.0,4.4597,NEAR OCEAN,5.61578947368421,3.0210526315789474
12.082208658307788,-118.3,34.25,old,1300.0,304.0,688.0,261.0,3.1523,<1H OCEAN,4.980842911877395,2.636015325670498
12.216517903391713,-116.84,32.86,mid old,2502.0,532.0,1211.0,494.0,3.2516,<1H OCEAN,5.064777327935222,2.451417004048583
12.4810493454844,-122.45,37.66,old,2738.0,509.0,1545.0,493.0,5.3446,NEAR OCEAN,5.553752535496957,3.133874239350913
11.50388472031808,-121.32,38.02,old,2851.0,533.0,1544.0,499.0,3.5379,INLAND,5.713426853707415,3.094188376753507
11.535664951939717,-118.21,33.9,old,941.0,233.0,973.0,253.0,1.9583,<1H OCEAN,3.719367588932806,3.8458498023715415
11.273398434405495,-121.36,38.03,new,3461.0,859.0,1518.0,741.0,3.5684,INLAND,4.670715249662618,2.048582995951417
11.620882606475321,-124.26,40.58,old,2217.0,394.0,907.0,369.0,2.3571,NEAR OCEAN,6.008130081300813,2.4579945799457996
12.316271437828249,-116.98,32.72,new,1078.0,158.0,571.0,184.0,4.6667,<1H OCEAN,5.858695652173913,3.1032608695652173
11.630708500626612,-119.18,34.24,mid old,629.0,221.0,514.0,186.0,3.2847,NEAR OCEAN,3.381720430107527,2.763440860215054
13.108264453024827,-117.8,33.63,mid old,3236.0,451.0,1289.0,416.0,11.1121,<1H OCEAN,7.778846153846154,3.0985576923076925
12.388394202324129,-118.35,33.89,old,1143.0,299.0,776.0,273.0,4.2829,<1H OCEAN,4.186813186813187,2.8424908424908426
12.642713371106789,-122.58,38.12,mid old,5027.0,871.0,1912.0,770.0,4.9286,NEAR BAY,6.5285714285714285,2.483116883116883
12.028141437037512,-121.26,38.68,mid old,4256.0,619.0,1948.0,622.0,5.2051,INLAND,6.842443729903537,3.1318327974276525
11.79810440720389,-121.36,38.62,old,2447.0,503.0,1077.0,456.0,3.0580000000000003,INLAND,5.366228070175438,2.361842105263158
11.150519846322512,-119.79,36.81,old,1877.0,328.0,1155.0,353.0,3.069,INLAND,5.317280453257791,3.271954674220963
11.766792188927278,-118.73,36.01,mid old,3263.0,651.0,1910.0,594.0,2.8603,INLAND,5.493265993265993,3.2154882154882154
11.96145006253884,-122.08,37.63,old,1793.0,364.0,1534.0,346.0,3.6458,NEAR BAY,5.182080924855492,4.433526011560693
11.946005740111366,-118.44,34.18,mid old,1546.0,592.0,2423.0,556.0,2.1977,<1H OCEAN,2.7805755395683454,4.357913669064748
12.561646984024874,-122.33,37.58,old,2784.0,736.0,1534.0,685.0,3.38,NEAR OCEAN,4.064233576642335,2.2394160583941605
12.691580461311874,-118.34,34.1,mid old,1996.0,791.0,1215.0,672.0,1.5429,<1H OCEAN,2.9702380952380953,1.8080357142857142
12.00944930402536,-117.41,34.24,mid old,1160.0,181.0,543.0,188.0,5.2072,INLAND,6.170212765957447,2.8882978723404253
11.953757716915684,-122.26,37.83,old,1665.0,419.0,946.0,395.0,2.0978,NEAR BAY,4.215189873417722,2.3949367088607594
11.793582922485045,-118.19,33.91,old,2695.0,748.0,2935.0,706.0,2.0134,<1H OCEAN,3.81728045325779,4.157223796033994
13.122365377402328,-117.85,33.62,mid old,729.0,105.0,316.0,108.0,10.3893,<1H OCEAN,6.75,2.925925925925926
11.873393207147657,-117.5,34.04,new,3428.0,649.0,2158.0,632.0,5.0175,INLAND,5.424050632911392,3.4145569620253164
13.122365377402328,-118.51,34.04,old,4715.0,691.0,1660.0,637.0,10.1882,<1H OCEAN,7.401883830455259,2.6059654631083204
11.69774390196277,-118.07,33.89,old,1145.0,274.0,1651.0,265.0,3.125,<1H OCEAN,4.320754716981132,6.230188679245283
12.228323254464993,-122.6,38.24,mid old,1410.0,209.0,741.0,229.0,4.725,<1H OCEAN,6.157205240174672,3.2358078602620086
12.534296673294891,-118.17,33.83,old,1808.0,315.0,800.0,302.0,4.8693,NEAR OCEAN,5.986754966887418,2.6490066225165565
12.802433557402427,-117.96,33.65,mid old,3603.0,879.0,1549.0,756.0,4.0229,<1H OCEAN,4.765873015873016,2.048941798941799
12.459939369487223,-118.33,34.05,old,2405.0,527.0,1868.0,502.0,3.375,<1H OCEAN,4.790836653386454,3.7211155378486054
12.1463226411244,-121.36,38.42,new,3254.0,465.0,1168.0,345.0,5.1811,INLAND,9.431884057971015,3.3855072463768114
11.2708539037705,-116.36,33.88,mid old,12557.0,3098.0,2453.0,1232.0,1.7844,INLAND,10.19237012987013,1.9910714285714286
12.273263895070498,-117.88,33.84,old,1410.0,214.0,837.0,240.0,6.1168,<1H OCEAN,5.875,3.4875
11.771436160121729,-117.07,32.64,old,2873.0,774.0,1593.0,731.0,2.24,NEAR OCEAN,3.9302325581395348,2.179206566347469
12.323855681186558,-122.4,37.75,old,54.0,9.0,23.0,9.0,6.1359,NEAR BAY,6.0,2.5555555555555554
12.42641226951165,-120.45,34.71,mid old,1868.0,268.0,522.0,255.0,6.4678,NEAR OCEAN,7.325490196078431,2.0470588235294116
12.263869744256391,-117.81,33.79,mid old,3114.0,610.0,2045.0,577.0,3.75,<1H OCEAN,5.3968804159445405,3.5441941074523395
12.71409434196343,-117.24,32.81,old,1588.0,289.0,683.0,301.0,5.4103,NEAR OCEAN,5.275747508305648,2.2691029900332227
12.340166380010873,-119.02,34.26,old,1498.0,292.0,707.0,249.0,3.7974,<1H OCEAN,6.016064257028113,2.8393574297188753
11.092854204472703,-118.82,36.13,old,1281.0,287.0,534.0,231.0,2.8906,INLAND,5.545454545454546,2.311688311688312
12.49650094364998,-121.28,38.73,new,4223.0,672.0,1747.0,631.0,5.419,INLAND,6.692551505546751,2.768621236133122
12.232714576476594,-120.59,35.11,mid old,3642.0,726.0,1729.0,673.0,3.155,<1H OCEAN,5.411589895988113,2.5690936106983657
12.567934116156206,-121.98,37.36,old,1582.0,272.0,809.0,267.0,5.7059,<1H OCEAN,5.925093632958801,3.0299625468164795
12.024550768906783,-121.81,37.97,new,1584.0,236.0,615.0,202.0,6.4753,INLAND,7.841584158415841,3.0445544554455446
12.318508074859961,-122.63,38.23,old,1966.0,348.0,875.0,381.0,4.0703,<1H OCEAN,5.16010498687664,2.2965879265091864
12.167331817213743,-118.29,33.75,old,1650.0,443.0,1359.0,386.0,2.5795,NEAR OCEAN,4.274611398963731,3.5207253886010363
11.97854449589814,-122.71,38.46,old,1974.0,482.0,965.0,458.0,2.905,<1H OCEAN,4.310043668122271,2.106986899563319
11.902938468519471,-122.25,38.05,old,1255.0,297.0,779.0,307.0,1.6767,NEAR BAY,4.087947882736156,2.537459283387622
12.89921982609012,-122.43,37.8,old,2788.0,813.0,1302.0,764.0,4.199,NEAR BAY,3.649214659685864,1.7041884816753927
11.570250531589497,-118.24,33.96,old,946.0,254.0,1101.0,239.0,1.7396,<1H OCEAN,3.9581589958158996,4.606694560669456
12.68354828961461,-121.4,37.74,mid old,2706.0,477.0,1236.0,474.0,4.15,INLAND,5.708860759493671,2.607594936708861
13.122365377402328,-118.26,34.18,old,14556.0,2077.0,5459.0,2017.0,8.1657,<1H OCEAN,7.2166584035696575,2.7064947942488846
12.124320143657915,-117.1,32.9,mid old,2994.0,445.0,1047.0,437.0,5.149,<1H OCEAN,6.851258581235698,2.3958810068649887
12.354492650648448,-118.34,34.18,old,3566.0,701.0,1601.0,653.0,3.8668,<1H OCEAN,5.460949464012251,2.451761102603369
12.166811931576872,-121.1,39.0,mid old,1106.0,195.0,505.0,187.0,5.0126,INLAND,5.9144385026737964,2.700534759358289
12.430415477419865,-121.24,38.66,mid old,3335.0,440.0,1329.0,429.0,6.2082,INLAND,7.773892773892774,3.097902097902098
12.717697949466729,-118.38,34.05,old,702.0,,458.0,187.0,4.8958,<1H OCEAN,3.7540106951871657,2.449197860962567
11.533708004152757,-122.28,37.81,old,2914.0,562.0,1236.0,509.0,2.4464,NEAR BAY,5.724950884086444,2.4282907662082516
11.596347073109301,-118.25,33.97,old,1346.0,380.0,1520.0,356.0,1.1635,<1H OCEAN,3.7808988764044944,4.269662921348314
11.664787814279475,-118.3,34.0,old,1686.0,377.0,982.0,356.0,2.0958,<1H OCEAN,4.735955056179775,2.758426966292135
11.61908566079862,-118.29,33.93,old,1815.0,488.0,1715.0,475.0,1.7244,<1H OCEAN,3.8210526315789473,3.610526315789474
12.065660491813428,-118.02,34.06,old,2929.0,970.0,3792.0,817.0,2.2577,<1H OCEAN,3.5850673194614444,4.6413708690330475
11.918390573078392,-118.23,34.09,old,1638.0,456.0,1500.0,430.0,2.6923,<1H OCEAN,3.8093023255813954,3.488372093023256
11.652687407345388,-117.48,33.98,mid old,2451.0,475.0,1785.0,456.0,3.3966,INLAND,5.375,3.914473684210526
12.254386505808725,-122.08,37.7,mid old,3402.0,758.0,1645.0,710.0,3.4934,NEAR BAY,4.791549295774648,2.316901408450704
13.122365377402328,-118.45,34.08,old,1500.0,176.0,384.0,145.0,7.1576,<1H OCEAN,10.344827586206897,2.6482758620689655
12.035284324549892,-118.27,33.86,old,2587.0,489.0,2115.0,475.0,3.7466,<1H OCEAN,5.446315789473684,4.4526315789473685
11.882417912619575,-117.02,32.74,old,4205.0,772.0,2012.0,734.0,3.5,NEAR OCEAN,5.728882833787466,2.741144414168937
10.868568448579715,-121.37,38.56,old,1827.0,509.0,852.0,450.0,2.0901,INLAND,4.06,1.8933333333333333
10.87993220723003,-119.02,36.07,old,1173.0,269.0,702.0,232.0,1.6146,INLAND,5.056034482758621,3.0258620689655173
12.386726145223431,-118.1,33.81,old,1962.0,325.0,786.0,315.0,5.62,<1H OCEAN,6.228571428571429,2.4952380952380953
11.77528972943772,-116.93,32.8,mid old,1867.0,538.0,1219.0,468.0,2.0685,<1H OCEAN,3.9893162393162394,2.6047008547008548
11.847968108781847,-117.04,32.6,mid old,8052.0,1461.0,5094.0,1430.0,4.2241,NEAR OCEAN,5.630769230769231,3.5622377622377623
13.122365377402328,-122.42,37.78,old,812.0,507.0,628.0,445.0,2.3304,NEAR BAY,1.8247191011235955,1.4112359550561797
12.67701333559725,-118.11,34.16,old,2489.0,437.0,1101.0,438.0,4.2065,INLAND,5.6826484018264845,2.5136986301369864
12.101822624156375,-117.98,33.78,mid old,4255.0,971.0,2901.0,920.0,3.2636,<1H OCEAN,4.625,3.1532608695652176
12.130270932113891,-122.71,38.45,old,2739.0,573.0,1223.0,569.0,2.9663,<1H OCEAN,4.813708260105448,2.149384885764499
11.061939841560255,-119.01,35.33,old,3068.0,628.0,1897.0,607.0,2.4234,INLAND,5.0543657331136735,3.125205930807249
11.932293478247384,-117.04,32.58,mid old,2355.0,406.0,1883.0,401.0,5.0311,NEAR OCEAN,5.872817955112219,4.695760598503741
12.575910575995186,-121.88,36.98,mid old,4117.0,752.0,2001.0,763.0,4.8953,NEAR OCEAN,5.395806028833552,2.622542595019659
12.634277240607828,-122.09,37.91,mid old,9576.0,1455.0,3486.0,1380.0,7.0895,NEAR BAY,6.939130434782609,2.526086956521739
