median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
11.80634106926977,-117.43,34.12,7.0,5954.0,1071.0,3567.0,1070.0,3.2056,INLAND
12.090100469277752,-118.44,34.19,11.0,2891.0,951.0,2166.0,768.0,2.891,<1H OCEAN
12.86411064897655,-117.85,34.08,23.0,1160.0,166.0,467.0,178.0,8.105,<1H OCEAN
12.274198474577775,-118.07,34.1,32.0,4275.0,,2812.0,1012.0,3.3512,<1H OCEAN
12.422392971496258,-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN
11.355101379776661,-118.25,33.93,42.0,819.0,233.0,899.0,228.0,1.1346,<1H OCEAN
13.122365377402328,-118.46,34.08,35.0,3247.0,525.0,1065.0,484.0,7.8426,<1H OCEAN
11.865692784077943,-118.19,33.99,38.0,1212.0,272.0,1129.0,263.0,2.6673,<1H OCEAN
11.895463068434688,-118.08,34.58,5.0,1113.0,186.0,631.0,168.0,4.1719,INLAND
12.141534124392603,-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,NEAR BAY
12.174581978438804,-122.41,37.77,52.0,1963.0,565.0,1628.0,524.0,2.6083,NEAR BAY
12.508766475602393,-118.07,34.11,41.0,2869.0,563.0,1627.0,533.0,5.0736,<1H OCEAN
12.102377409191408,-122.13,37.15,39.0,2854.0,613.0,1338.0,518.0,3.9423,NEAR OCEAN
12.206072645530174,-121.04,37.78,32.0,2916.0,528.0,1466.0,473.0,2.5643,INLAND
11.951180395901384,-121.26,38.09,35.0,930.0,186.0,525.0,201.0,2.0625,INLAND
11.620882606475321,-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,INLAND
11.134589024250317,-116.22,33.73,38.0,1695.0,352.0,1279.0,305.0,2.1217,INLAND
11.896826395162552,-117.35,34.04,14.0,2991.0,522.0,1729.0,537.0,3.5139,INLAND
12.89921982609012,-118.11,33.95,34.0,1723.0,279.0,617.0,252.0,6.7501,<1H OCEAN
12.092343880201831,-122.83,38.4,37.0,2217.0,451.0,1019.0,428.0,3.1217,<1H OCEAN
12.161598155428344,-118.4,34.19,35.0,2180.0,599.0,1483.0,574.0,3.0395,<1H OCEAN
12.397519110101129,-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,NEAR BAY
13.108670050272327,-118.13,34.13,39.0,2099.0,397.0,1500.0,380.0,4.8304,<1H OCEAN
12.393796251613123,-118.98,34.16,16.0,2476.0,402.0,1251.0,387.0,5.7676,<1H OCEAN
11.792071206399722,-121.99,38.34,16.0,1470.0,261.0,748.0,256.0,4.0433,INLAND
12.536814207442402,-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,INLAND
12.791356180214175,-119.27,34.26,23.0,3578.0,753.0,1455.0,649.0,4.1898,NEAR OCEAN
12.905450375840756,-122.16,37.45,19.0,2207.0,810.0,1304.0,775.0,2.1406,NEAR BAY
11.369055094550527,-121.45,38.54,48.0,3421.0,734.0,1441.0,727.0,1.9485,INLAND
11.147642146494896,-121.76,38.68,38.0,674.0,178.0,701.0,189.0,1.3942,INLAND
12.265755647691348,-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,<1H OCEAN
12.097930486910471,-122.22,38.12,15.0,14125.0,2344.0,6456.0,2147.0,5.1014,NEAR BAY
12.114505452004684,-121.83,37.34,26.0,1848.0,339.0,1952.0,327.0,4.087,<1H OCEAN
12.417143615610113,-118.34,34.17,46.0,1718.0,344.0,756.0,343.0,3.2125,<1H OCEAN
11.176053148327675,-119.7,36.83,23.0,3532.0,756.0,1885.0,758.0,2.5904,INLAND
12.68942429229541,-118.44,34.0,41.0,1562.0,377.0,874.0,368.0,4.1083,<1H OCEAN
12.302291503270716,-122.03,37.56,31.0,4981.0,964.0,2841.0,924.0,4.8962,NEAR BAY
11.831379196088763,-118.18,33.96,20.0,427.0,118.0,402.0,105.0,1.4167,<1H OCEAN
11.495779306135258,-117.34,34.49,9.0,3293.0,585.0,1678.0,530.0,3.2941,INLAND
12.414305584108629,-122.51,38.17,8.0,5875.0,1115.0,2808.0,1029.0,3.6392,NEAR BAY
12.738170404571704,-118.47,34.03,31.0,2642.0,681.0,1303.0,625.0,3.5987,<1H OCEAN
11.630708500626612,-117.16,32.73,52.0,1682.0,617.0,873.0,534.0,2.0972,NEAR OCEAN
12.740517134894798,-117.96,33.88,25.0,3578.0,461.0,1588.0,466.0,6.2556,<1H OCEAN
13.080916187490155,-118.14,34.13,49.0,4438.0,803.0,1650.0,741.0,5.1072,<1H OCEAN
12.220961258023925,-117.83,34.11,29.0,2671.0,437.0,1484.0,445.0,4.9844,INLAND
11.638676670275789,-117.46,34.07,19.0,3155.0,572.0,2482.0,642.0,2.9973,INLAND
12.008840476000465,-118.17,33.96,25.0,2249.0,681.0,2621.0,628.0,2.3,<1H OCEAN
12.449802830452771,-117.19,34.27,16.0,7961.0,1147.0,879.0,280.0,5.2146,INLAND
12.022149807369246,-117.92,33.83,52.0,1514.0,301.0,855.0,293.0,3.6042,<1H OCEAN
12.691580461311874,-117.16,32.71,5.0,2508.0,827.0,2066.0,761.0,1.3092,NEAR OCEAN
12.066235700342375,-118.16,34.02,44.0,1218.0,374.0,1175.0,342.0,1.9688,<1H OCEAN
12.393796251613123,-121.79,37.32,20.0,3034.0,451.0,1669.0,430.0,6.2742,<1H OCEAN
12.588610248994634,-122.28,37.54,24.0,5114.0,1357.0,3169.0,1268.0,3.9699,NEAR OCEAN
12.115053247143004,-117.69,34.04,5.0,4459.0,896.0,2028.0,881.0,4.0096,INLAND
11.600936342292941,-117.22,33.74,7.0,1810.0,386.0,931.0,355.0,2.5221,<1H OCEAN
11.918390573078392,-120.83,37.51,34.0,3078.0,477.0,1226.0,487.0,4.601,INLAND
12.406152257245832,-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,NEAR BAY
12.854222460159383,-116.26,33.65,3.0,7437.0,1222.0,574.0,302.0,10.2948,INLAND
12.33314572809365,-118.48,34.28,35.0,2132.0,368.0,1128.0,341.0,5.3107,<1H OCEAN
12.323855681186558,-117.85,33.77,16.0,2186.0,511.0,908.0,466.0,4.575,<1H OCEAN
12.995665724358371,-122.03,37.0,30.0,2077.0,342.0,816.0,328.0,5.2078,NEAR OCEAN
12.147383649181494,-122.03,37.61,33.0,1518.0,302.0,831.0,268.0,5.0969999999999995,NEAR BAY
11.992260421644849,-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,<1H OCEAN
11.887931365593685,-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,NEAR BAY
12.560945967522278,-118.0,33.91,19.0,5166.0,770.0,2374.0,753.0,5.979,<1H OCEAN
12.010057761604216,-117.17,34.12,2.0,3867.0,573.0,1275.0,433.0,5.4138,INLAND
11.967180737247824,-118.35,33.96,21.0,2714.0,881.0,1549.0,853.0,1.2094,<1H OCEAN
12.30591798049989,-121.65,36.66,42.0,4261.0,840.0,2013.0,801.0,3.5288,<1H OCEAN
12.889674413246588,-122.04,37.34,20.0,4475.0,1048.0,2271.0,1021.0,4.8836,<1H OCEAN
12.240474072247506,-117.19,32.81,33.0,5226.0,833.0,2221.0,839.0,5.1491,NEAR OCEAN
12.327847702456095,-120.65,35.27,15.0,2365.0,538.0,1446.0,490.0,2.5129,NEAR OCEAN
11.926358742727569,-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3.5114,NEAR BAY
12.269985971273826,-123.7,39.32,18.0,1652.0,352.0,711.0,292.0,3.1071,<1H OCEAN
12.7098736543592,-122.48,37.75,52.0,2074.0,401.0,1136.0,409.0,4.7703,NEAR BAY
12.595408371708455,-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,NEAR BAY
11.149082031552883,-117.28,34.11,39.0,1573.0,418.0,1258.0,359.0,1.4896,INLAND
12.862815144196318,-121.7,37.2,15.0,531.0,154.0,469.0,155.0,4.65,<1H OCEAN
11.699405031912846,-117.12,32.76,41.0,1469.0,421.0,803.0,395.0,2.1856,NEAR OCEAN
12.356215303959893,-118.12,33.79,43.0,1471.0,301.0,767.0,311.0,4.3317,<1H OCEAN
11.235853571630463,-118.45,35.62,18.0,2304.0,527.0,782.0,390.0,1.4141,INLAND
12.801882593201162,-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,NEAR BAY
12.639801218911197,-122.53,37.88,36.0,2688.0,485.0,1064.0,449.0,4.4583,NEAR BAY
13.122365377402328,-118.04,34.13,35.0,249.0,31.0,268.0,29.0,15.0001,INLAND
11.646581849782901,-121.5,38.53,37.0,3642.0,684.0,1508.0,657.0,3.5231,INLAND
12.490123131747906,-122.07,37.94,43.0,1454.0,234.0,683.0,258.0,4.475,NEAR BAY
12.195517131590657,-117.9,33.78,25.0,10336.0,2596.0,7111.0,2419.0,3.3627,<1H OCEAN
11.635143097694478,-118.91,35.4,10.0,3587.0,774.0,1398.0,763.0,2.569,INLAND
11.857224137840905,-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,<1H OCEAN
11.887931365593685,-122.15,37.47,37.0,1844.0,382.0,1634.0,417.0,2.7993,NEAR BAY
12.022750588402635,-117.13,32.81,26.0,2119.0,444.0,1202.0,440.0,3.2308,NEAR OCEAN
12.685097956746366,-121.68,36.9,13.0,833.0,130.0,405.0,127.0,5.2729,<1H OCEAN
13.122365377402328,-122.0,37.84,16.0,7681.0,946.0,2777.0,908.0,9.5271,<1H OCEAN
12.160552130228364,-122.31,38.0,26.0,3735.0,641.0,1708.0,633.0,4.621,NEAR BAY
11.983553898984805,-117.02,32.95,25.0,1909.0,334.0,1043.0,322.0,3.7784,<1H OCEAN
12.777052192115912,-117.32,33.12,25.0,2670.0,527.0,936.0,461.0,2.7717,NEAR OCEAN
12.378764653348286,-118.55,34.44,14.0,15348.0,2366.0,7087.0,2169.0,6.3277,INLAND
12.31984765978902,-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN
12.226855184712702,-118.93,35.44,13.0,1439.0,237.0,557.0,227.0,6.1563,INLAND
12.544685446650497,-117.6,33.42,23.0,2482.0,461.0,1048.0,425.0,4.665,NEAR OCEAN
11.864286314085192,-117.58,33.87,34.0,1511.0,272.0,773.0,265.0,3.5313,INLAND
11.754301784545499,-121.99,38.53,6.0,4598.0,834.0,2561.0,812.0,3.4186,INLAND
11.379394072345706,-121.49,38.56,42.0,900.0,239.0,506.0,231.0,1.2813,INLAND
11.426277658244556,-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,INLAND
11.314474526246391,-120.85,37.06,31.0,2609.0,645.0,1796.0,629.0,1.5479,INLAND
11.861467425678772,-121.56,38.44,43.0,1485.0,270.0,653.0,251.0,3.0,INLAND
12.226365348797936,-122.11,37.14,29.0,3201.0,640.0,1722.0,570.0,4.4597,NEAR OCEAN
12.082208658307788,-118.3,34.25,36.0,1300.0,304.0,688.0,261.0,3.1523,<1H OCEAN
12.216517903391713,-116.84,32.86,16.0,2502.0,532.0,1211.0,494.0,3.2516,<1H OCEAN
12.4810493454844,-122.45,37.66,35.0,2738.0,509.0,1545.0,493.0,5.3446,NEAR OCEAN
11.50388472031808,-121.32,38.02,26.0,2851.0,533.0,1544.0,499.0,3.5379,INLAND
11.535664951939717,-118.21,33.9,41.0,941.0,233.0,973.0,253.0,1.9583,<1H OCEAN
11.273398434405495,-121.36,38.03,7.0,3461.0,859.0,1518.0,741.0,3.5684,INLAND
11.620882606475321,-124.26,40.58,52.0,2217.0,394.0,907.0,369.0,2.3571,NEAR OCEAN
12.316271437828249,-116.98,32.72,4.0,1078.0,158.0,571.0,184.0,4.6667,<1H OCEAN
11.630708500626612,-119.18,34.24,17.0,629.0,221.0,514.0,186.0,3.2847,NEAR OCEAN
13.108264453024827,-117.8,33.63,15.0,3236.0,451.0,1289.0,416.0,11.1121,<1H OCEAN
12.388394202324129,-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829,<1H OCEAN
12.642713371106789,-122.58,38.12,13.0,5027.0,871.0,1912.0,770.0,4.9286,NEAR BAY
12.028141437037512,-121.26,38.68,13.0,4256.0,619.0,1948.0,622.0,5.2051,INLAND
11.79810440720389,-121.36,38.62,34.0,2447.0,503.0,1077.0,456.0,3.0580000000000003,INLAND
11.150519846322512,-119.79,36.81,35.0,1877.0,328.0,1155.0,353.0,3.069,INLAND
11.766792188927278,-118.73,36.01,14.0,3263.0,651.0,1910.0,594.0,2.8603,INLAND
11.96145006253884,-122.08,37.63,37.0,1793.0,364.0,1534.0,346.0,3.6458,NEAR BAY
11.946005740111366,-118.44,34.18,17.0,1546.0,592.0,2423.0,556.0,2.1977,<1H OCEAN
12.561646984024874,-122.33,37.58,28.0,2784.0,736.0,1534.0,685.0,3.38,NEAR OCEAN
12.691580461311874,-118.34,34.1,24.0,1996.0,791.0,1215.0,672.0,1.5429,<1H OCEAN
12.00944930402536,-117.41,34.24,20.0,1160.0,181.0,543.0,188.0,5.2072,INLAND
11.953757716915684,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,NEAR BAY
11.793582922485045,-118.19,33.91,35.0,2695.0,748.0,2935.0,706.0,2.0134,<1H OCEAN
13.122365377402328,-117.85,33.62,18.0,729.0,105.0,316.0,108.0,10.3893,<1H OCEAN
11.873393207147657,-117.5,34.04,4.0,3428.0,649.0,2158.0,632.0,5.0175,INLAND
13.122365377402328,-118.51,34.04,38.0,4715.0,691.0,1660.0,637.0,10.1882,<1H OCEAN
11.69774390196277,-118.07,33.89,35.0,1145.0,274.0,1651.0,265.0,3.125,<1H OCEAN
12.228323254464993,-122.6,38.24,16.0,1410.0,209.0,741.0,229.0,4.725,<1H OCEAN
12.534296673294891,-118.17,33.83,45.0,1808.0,315.0,800.0,302.0,4.8693,NEAR OCEAN
12.802433557402427,-117.96,33.65,18.0,3603.0,879.0,1549.0,756.0,4.0229,<1H OCEAN
12.459939369487223,-118.33,34.05,48.0,2405.0,527.0,1868.0,502.0,3.375,<1H OCEAN
12.1463226411244,-121.36,38.42,6.0,3254.0,465.0,1168.0,345.0,5.1811,INLAND
11.2708539037705,-116.36,33.88,11.0,12557.0,3098.0,2453.0,1232.0,1.7844,INLAND
12.273263895070498,-117.88,33.84,34.0,1410.0,214.0,837.0,240.0,6.1168,<1H OCEAN
11.771436160121729,-117.07,32.64,30.0,2873.0,774.0,1593.0,731.0,2.24,NEAR OCEAN
12.323855681186558,-122.4,37.75,26.0,54.0,9.0,23.0,9.0,6.1359,NEAR BAY
12.42641226951165,-120.45,34.71,21.0,1868.0,268.0,522.0,255.0,6.4678,NEAR OCEAN
12.263869744256391,-117.81,33.79,23.0,3114.0,610.0,2045.0,577.0,3.75,<1H OCEAN
12.71409434196343,-117.24,32.81,33.0,1588.0,289.0,683.0,301.0,5.4103,NEAR OCEAN
12.340166380010873,-119.02,34.26,40.0,1498.0,292.0,707.0,249.0,3.7974,<1H OCEAN
11.092854204472703,-118.82,36.13,43.0,1281.0,287.0,534.0,231.0,2.8906,INLAND
12.49650094364998,-121.28,38.73,6.0,4223.0,672.0,1747.0,631.0,5.419,INLAND
12.232714576476594,-120.59,35.11,25.0,3642.0,726.0,1729.0,673.0,3.155,<1H OCEAN
12.567934116156206,-121.98,37.36,33.0,1582.0,272.0,809.0,267.0,5.7059,<1H OCEAN
12.024550768906783,-121.81,37.97,8.0,1584.0,236.0,615.0,202.0,6.4753,INLAND
12.318508074859961,-122.63,38.23,37.0,1966.0,348.0,875.0,381.0,4.0703,<1H OCEAN
12.167331817213743,-118.29,33.75,27.0,1650.0,443.0,1359.0,386.0,2.5795,NEAR OCEAN
11.97854449589814,-122.71,38.46,41.0,1974.0,482.0,965.0,458.0,2.905,<1H OCEAN
11.902938468519471,-122.25,38.05,30.0,1255.0,297.0,779.0,307.0,1.6767,NEAR BAY
12.89921982609012,-122.43,37.8,52.0,2788.0,813.0,1302.0,764.0,4.199,NEAR BAY
11.570250531589497,-118.24,33.96,34.0,946.0,254.0,1101.0,239.0,1.7396,<1H OCEAN
12.68354828961461,-121.4,37.74,20.0,2706.0,477.0,1236.0,474.0,4.15,INLAND
13.122365377402328,-118.26,34.18,32.0,14556.0,2077.0,5459.0,2017.0,8.1657,<1H OCEAN
12.124320143657915,-117.1,32.9,16.0,2994.0,445.0,1047.0,437.0,5.149,<1H OCEAN
12.354492650648448,-118.34,34.18,45.0,3566.0,701.0,1601.0,653.0,3.8668,<1H OCEAN
12.166811931576872,-121.1,39.0,16.0,1106.0,195.0,505.0,187.0,5.0126,INLAND
12.430415477419865,-121.24,38.66,14.0,3335.0,440.0,1329.0,429.0,6.2082,INLAND
12.717697949466729,-118.38,34.05,49.0,702.0,,458.0,187.0,4.8958,<1H OCEAN
11.533708004152757,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,NEAR BAY
11.596347073109301,-118.25,33.97,39.0,1346.0,380.0,1520.0,356.0,1.1635,<1H OCEAN
11.664787814279475,-118.3,34.0,52.0,1686.0,377.0,982.0,356.0,2.0958,<1H OCEAN
11.61908566079862,-118.29,33.93,32.0,1815.0,488.0,1715.0,475.0,1.7244,<1H OCEAN
12.065660491813428,-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,<1H OCEAN
11.918390573078392,-118.23,34.09,49.0,1638.0,456.0,1500.0,430.0,2.6923,<1H OCEAN
11.652687407345388,-117.48,33.98,20.0,2451.0,475.0,1785.0,456.0,3.3966,INLAND
12.254386505808725,-122.08,37.7,25.0,3402.0,758.0,1645.0,710.0,3.4934,NEAR BAY
13.122365377402328,-118.45,34.08,52.0,1500.0,176.0,384.0,145.0,7.1576,<1H OCEAN
12.035284324549892,-118.27,33.86,29.0,2587.0,489.0,2115.0,475.0,3.7466,<1H OCEAN
11.882417912619575,-117.02,32.74,30.0,4205.0,772.0,2012.0,734.0,3.5,NEAR OCEAN
10.868568448579715,-121.37,38.56,27.0,1827.0,509.0,852.0,450.0,2.0901,INLAND
10.87993220723003,-119.02,36.07,39.0,1173.0,269.0,702.0,232.0,1.6146,INLAND
12.386726145223431,-118.1,33.81,36.0,1962.0,325.0,786.0,315.0,5.62,<1H OCEAN
11.77528972943772,-116.93,32.8,19.0,1867.0,538.0,1219.0,468.0,2.0685,<1H OCEAN
11.847968108781847,-117.04,32.6,20.0,8052.0,1461.0,5094.0,1430.0,4.2241,NEAR OCEAN
13.122365377402328,-122.42,37.78,26.0,812.0,507.0,628.0,445.0,2.3304,NEAR BAY
12.67701333559725,-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,INLAND
12.101822624156375,-117.98,33.78,22.0,4255.0,971.0,2901.0,920.0,3.2636,<1H OCEAN
12.130270932113891,-122.71,38.45,39.0,2739.0,573.0,1223.0,569.0,2.9663,<1H OCEAN
11.061939841560255,-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,INLAND
11.932293478247384,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,NEAR OCEAN
12.575910575995186,-121.88,36.98,21.0,4117.0,752.0,2001.0,763.0,4.8953,NEAR OCEAN
12.634277240607828,-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,NEAR BAY
11.608235644774552,-117.26,33.86,16.0,1171.0,235.0,659.0,216.0,3.1103,INLAND
13.122365377402328,-118.56,34.17,35.0,2987.0,391.0,1244.0,387.0,7.1322,<1H OCEAN
12.116694834378958,-117.99,33.81,23.0,3284.0,795.0,3257.0,758.0,2.4526,<1H OCEAN
11.109458359524737,-122.31,40.45,10.0,1187.0,236.0,728.0,248.0,2.0469,INLAND
11.894097880509348,-118.19,34.12,41.0,2591.0,682.0,2366.0,583.0,2.3071,<1H OCEAN
10.700994748420316,-119.76,36.71,29.0,1745.0,441.0,1530.0,391.0,1.5611,INLAND
12.461876979083932,-121.58,38.81,25.0,778.0,135.0,340.0,155.0,1.7857,INLAND
12.570021073435404,-117.82,33.76,27.0,3230.0,449.0,1193.0,448.0,6.5308,<1H OCEAN
12.10293188661066,-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,NEAR BAY
11.331403588346838,-117.25,34.13,37.0,2498.0,472.0,1291.0,487.0,3.0,INLAND
11.518907536647776,-117.08,32.7,35.0,1477.0,264.0,852.0,279.0,3.1786,NEAR OCEAN
13.122365377402328,-118.43,34.09,27.0,1613.0,200.0,497.0,197.0,7.9835,<1H OCEAN
12.560244459250788,-118.23,34.21,50.0,309.0,47.0,121.0,45.0,6.212999999999999,<1H OCEAN
12.881310405546552,-118.86,34.19,27.0,1931.0,261.0,736.0,244.0,6.7805,<1H OCEAN
12.129191601194217,-122.32,38.35,20.0,3494.0,549.0,1673.0,541.0,5.5718,INLAND
12.592694665836857,-117.24,32.94,12.0,2165.0,437.0,792.0,386.0,5.2648,NEAR OCEAN
11.330203828154934,-120.46,34.64,16.0,686.0,217.0,614.0,200.0,0.8106,NEAR OCEAN
12.625769335885062,-122.47,37.67,20.0,5689.0,992.0,3752.0,1002.0,5.5845,NEAR OCEAN
11.885178438872279,-121.24,39.22,14.0,983.0,163.0,399.0,161.0,2.2917,INLAND
10.959540226785442,-124.15,40.88,33.0,2235.0,506.0,1165.0,441.0,1.725,NEAR OCEAN
11.829923591756062,-117.68,34.08,21.0,5662.0,1185.0,3067.0,1055.0,3.3482,INLAND
11.885867381372833,-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,NEAR OCEAN
11.748787788692212,-120.0,38.92,17.0,1106.0,207.0,466.0,180.0,3.3295,INLAND
12.671377753994355,-117.82,33.78,25.0,4977.0,645.0,2061.0,646.0,6.58,<1H OCEAN
10.976782033219948,-118.09,33.76,26.0,1625.0,440.0,533.0,414.0,1.808,<1H OCEAN
12.09458226949681,-122.28,38.0,26.0,2335.0,413.0,980.0,417.0,3.4471,NEAR BAY
12.343658308482738,-117.91,33.69,30.0,2704.0,426.0,1289.0,423.0,5.2815,<1H OCEAN
12.366063381839115,-117.06,32.81,17.0,3939.0,550.0,1694.0,553.0,6.7927,<1H OCEAN
11.603679828238693,-122.22,37.79,44.0,1487.0,314.0,961.0,272.0,3.5156,NEAR BAY
13.122365377402328,-117.08,34.08,34.0,45.0,11.0,39.0,14.0,3.0625,INLAND
12.95181227620929,-118.27,34.1,51.0,3149.0,519.0,1082.0,510.0,6.4459,<1H OCEAN
11.248959919135764,-119.03,35.36,41.0,2551.0,594.0,1342.0,595.0,1.9671,INLAND
11.800357506166801,-117.17,32.79,43.0,1269.0,297.0,946.0,285.0,2.1447,NEAR OCEAN
12.461102385706706,-118.22,34.14,50.0,3657.0,708.0,1725.0,644.0,5.5456,<1H OCEAN
12.969212197910155,-117.27,33.55,4.0,6112.0,890.0,2088.0,712.0,5.5351,<1H OCEAN
12.051755285145816,-117.15,32.75,27.0,3166.0,867.0,1332.0,817.0,2.6742,NEAR OCEAN
11.592660432989081,-121.39,38.69,38.0,300.0,47.0,154.0,51.0,4.0909,INLAND
13.122365377402328,-122.43,37.8,52.0,1380.0,322.0,553.0,288.0,4.0417,NEAR BAY
11.786001385032646,-117.07,32.57,17.0,2961.0,634.0,1911.0,615.0,2.5859,NEAR OCEAN
12.19804047383291,-120.22,39.35,8.0,1872.0,281.0,203.0,71.0,4.5882,INLAND
12.765688433465597,-121.98,37.14,37.0,74.0,19.0,63.0,17.0,9.5908,<1H OCEAN
12.310883009882518,-118.51,34.22,36.0,2794.0,523.0,1334.0,472.0,4.3462,<1H OCEAN
12.43320821811392,-122.45,37.71,34.0,3131.0,669.0,2204.0,600.0,3.5536,NEAR OCEAN
12.672632852998149,-122.54,37.72,17.0,2975.0,968.0,1453.0,828.0,3.5269999999999997,NEAR OCEAN
11.643076149435274,-117.24,33.94,15.0,1569.0,423.0,1123.0,369.0,1.6111,INLAND
12.344964644396793,-117.74,33.61,16.0,2753.0,576.0,857.0,546.0,3.7422,<1H OCEAN
11.134589024250317,-118.01,35.12,15.0,1926.0,361.0,917.0,316.0,3.3889,INLAND
12.539325419524413,-122.14,37.77,27.0,2229.0,365.0,1297.0,355.0,4.8304,NEAR BAY
12.420780718023282,-122.09,37.95,32.0,1339.0,209.0,601.0,209.0,6.0265,NEAR BAY
12.065660491813428,-118.12,34.0,31.0,3281.0,768.0,2385.0,733.0,2.7308,<1H OCEAN
12.253909974944333,-122.29,37.98,27.0,2133.0,347.0,850.0,350.0,5.1046,NEAR BAY
12.103486056755072,-118.14,34.03,45.0,1569.0,359.0,1203.0,359.0,2.4612,<1H OCEAN
11.982303898822046,-117.96,34.08,33.0,4151.0,850.0,3563.0,848.0,3.1912,<1H OCEAN
11.55789883061296,-117.05,34.03,28.0,3009.0,698.0,1200.0,626.0,1.3993,INLAND
12.63817968458476,-122.42,37.62,40.0,1545.0,264.0,756.0,282.0,4.4643,NEAR OCEAN
12.250567885416725,-121.83,37.37,43.0,821.0,149.0,370.0,135.0,4.25,<1H OCEAN
12.233687812563147,-118.3,34.08,36.0,1276.0,503.0,1502.0,450.0,2.1766,<1H OCEAN
13.122365377402328,-118.12,33.75,47.0,3330.0,569.0,1220.0,557.0,7.3672,NEAR OCEAN
12.536454947513983,-118.32,34.16,46.0,2345.0,453.0,1031.0,427.0,4.3173,<1H OCEAN
11.921053690497876,-117.81,34.11,21.0,3481.0,808.0,1866.0,746.0,3.6201,INLAND
11.83862560460953,-118.21,34.09,39.0,1287.0,353.0,1171.0,345.0,1.6118,<1H OCEAN
11.941455846009388,-120.3,37.99,23.0,1908.0,383.0,984.0,374.0,2.517,INLAND
